sku,date,quantity,is_promotional,region
SKU-A,2025-10-27,146.5,False,default
SKU-B,2025-10-27,82.3,False,default
SKU-C,2025-10-27,177.4,False,default
SKU-A,2025-10-28,127.5,False,default
SKU-B,2025-10-28,74.8,False,default
SKU-C,2025-10-28,181.7,False,default
SKU-A,2025-10-29,127.2,False,default
SKU-B,2025-10-29,74.0,False,default
SKU-C,2025-10-29,190.1,False,default
SKU-A,2025-10-30,100.5,False,default
SKU-B,2025-10-30,83.8,False,default
SKU-C,2025-10-30,197.0,False,default
SKU-A,2025-10-31,103.3,False,default
SKU-B,2025-10-31,79.8,False,default
SKU-C,2025-10-31,200.0,False,default
SKU-A,2025-11-01,27.1,False,default
SKU-B,2025-11-01,24.8,False,default
SKU-C,2025-11-01,59.0,False,default
SKU-A,2025-11-02,11.4,False,default
SKU-B,2025-11-02,24.4,False,default
SKU-C,2025-11-02,34.1,False,default
SKU-A,2025-11-03,123.0,False,default
SKU-B,2025-11-03,60.3,False,default
SKU-C,2025-11-03,209.8,False,default
SKU-A,2025-11-04,107.9,False,default
SKU-B,2025-11-04,80.7,False,default
SKU-C,2025-11-04,200.1,False,default
SKU-A,2025-11-05,146.4,False,default
SKU-B,2025-11-05,66.7,False,default
SKU-C,2025-11-05,116.9,False,default
SKU-A,2025-11-06,128.3,False,default
SKU-B,2025-11-06,97.5,False,default
SKU-C,2025-11-06,222.7,False,default
SKU-A,2025-11-07,115.7,False,default
SKU-B,2025-11-07,66.3,False,default
SKU-C,2025-11-07,192.0,False,default
SKU-A,2025-11-08,35.3,False,default
SKU-B,2025-11-08,36.3,False,default
SKU-C,2025-11-08,88.7,False,default
SKU-A,2025-11-09,40.7,False,default
SKU-B,2025-11-09,43.3,False,default
SKU-C,2025-11-09,47.7,False,default
SKU-A,2025-11-10,116.1,False,default
SKU-B,2025-11-10,78.0,False,default
SKU-C,2025-11-10,144.6,False,default
SKU-A,2025-11-11,112.9,False,default
SKU-B,2025-11-11,73.9,False,default
SKU-C,2025-11-11,175.0,False,default
SKU-A,2025-11-12,125.2,False,default
SKU-B,2025-11-12,69.5,False,default
SKU-C,2025-11-12,215.5,False,default
SKU-A,2025-11-13,122.5,False,default
SKU-B,2025-11-13,77.4,False,default
SKU-C,2025-11-13,178.6,False,default
SKU-A,2025-11-14,112.2,False,default
SKU-B,2025-11-14,77.7,False,default
SKU-C,2025-11-14,145.8,False,default
SKU-A,2025-11-15,38.8,False,default
SKU-B,2025-11-15,27.7,False,default
SKU-C,2025-11-15,40.5,False,default
SKU-A,2025-11-16,12.0,False,default
SKU-B,2025-11-16,10.6,False,default
SKU-C,2025-11-16,58.8,False,default
SKU-A,2025-11-17,124.8,False,default
SKU-B,2025-11-17,78.3,False,default
SKU-C,2025-11-17,205.5,False,default
SKU-A,2025-11-18,118.4,False,default
SKU-B,2025-11-18,80.1,False,default
SKU-C,2025-11-18,181.0,False,default
SKU-A,2025-11-19,124.0,False,default
SKU-B,2025-11-19,70.1,False,default
SKU-C,2025-11-19,122.0,False,default
SKU-A,2025-11-20,117.7,False,default
SKU-B,2025-11-20,89.9,False,default
SKU-C,2025-11-20,205.6,False,default
SKU-A,2025-11-21,121.9,False,default
SKU-B,2025-11-21,80.2,False,default
SKU-C,2025-11-21,165.9,False,default
SKU-A,2025-11-22,50.5,False,default
SKU-B,2025-11-22,23.9,False,default
SKU-C,2025-11-22,64.6,False,default
SKU-A,2025-11-23,33.0,False,default
SKU-B,2025-11-23,27.0,False,default
SKU-C,2025-11-23,32.7,False,default
SKU-A,2025-11-24,111.5,False,default
SKU-B,2025-11-24,74.7,False,default
SKU-C,2025-11-24,195.2,False,default
SKU-A,2025-11-25,96.3,False,default
SKU-B,2025-11-25,51.6,False,default
SKU-C,2025-11-25,165.9,False,default
SKU-A,2025-11-26,99.3,False,default
SKU-B,2025-11-26,69.2,False,default
SKU-C,2025-11-26,175.4,False,default
SKU-A,2025-11-27,110.5,False,default
SKU-B,2025-11-27,88.6,False,default
SKU-C,2025-11-27,186.8,False,default
SKU-A,2025-11-28,109.8,False,default
SKU-B,2025-11-28,72.7,False,default
SKU-C,2025-11-28,131.8,False,default
SKU-A,2025-11-29,62.3,False,default
SKU-B,2025-11-29,28.7,False,default
SKU-C,2025-11-29,87.8,False,default
SKU-A,2025-11-30,7.2,False,default
SKU-B,2025-11-30,0.0,False,default
SKU-C,2025-11-30,55.9,False,default
SKU-A,2025-12-01,121.7,False,default
SKU-B,2025-12-01,64.3,False,default
SKU-C,2025-12-01,154.9,False,default
SKU-A,2025-12-02,132.7,False,default
SKU-B,2025-12-02,61.3,False,default
SKU-C,2025-12-02,217.3,False,default
SKU-A,2025-12-03,102.1,False,default
SKU-B,2025-12-03,79.4,False,default
SKU-C,2025-12-03,167.6,False,default
SKU-A,2025-12-04,124.4,False,default
SKU-B,2025-12-04,67.4,False,default
SKU-C,2025-12-04,171.3,False,default
SKU-A,2025-12-05,104.2,False,default
SKU-B,2025-12-05,55.4,False,default
SKU-C,2025-12-05,176.0,False,default
SKU-A,2025-12-06,38.2,False,default
SKU-B,2025-12-06,26.7,False,default
SKU-C,2025-12-06,45.0,False,default
SKU-A,2025-12-07,0.0,False,default
SKU-B,2025-12-07,12.6,False,default
SKU-C,2025-12-07,95.2,False,default
SKU-A,2025-12-08,126.1,False,default
SKU-B,2025-12-08,72.0,False,default
SKU-C,2025-12-08,167.3,False,default
SKU-A,2025-12-09,114.5,False,default
SKU-B,2025-12-09,77.5,False,default
SKU-C,2025-12-09,144.0,False,default
SKU-A,2025-12-10,130.7,False,default
SKU-B,2025-12-10,79.1,False,default
SKU-C,2025-12-10,191.2,False,default
SKU-A,2025-12-11,120.3,False,default
SKU-B,2025-12-11,72.0,False,default
SKU-C,2025-12-11,189.7,False,default
SKU-A,2025-12-12,111.1,False,default
SKU-B,2025-12-12,61.0,False,default
SKU-C,2025-12-12,141.0,False,default
SKU-A,2025-12-13,46.9,False,default
SKU-B,2025-12-13,44.1,False,default
SKU-C,2025-12-13,37.9,False,default
SKU-A,2025-12-14,0.6,False,default
SKU-B,2025-12-14,15.9,False,default
SKU-C,2025-12-14,35.7,False,default
SKU-A,2025-12-15,115.7,False,default
SKU-B,2025-12-15,73.8,False,default
SKU-C,2025-12-15,166.2,False,default
SKU-A,2025-12-16,135.3,False,default
SKU-B,2025-12-16,55.2,False,default
SKU-C,2025-12-16,150.8,False,default
SKU-A,2025-12-17,111.3,False,default
SKU-B,2025-12-17,54.7,False,default
SKU-C,2025-12-17,166.9,False,default
SKU-A,2025-12-18,137.6,False,default
SKU-B,2025-12-18,71.3,False,default
SKU-C,2025-12-18,176.9,False,default
SKU-A,2025-12-19,82.4,False,default
SKU-B,2025-12-19,57.7,False,default
SKU-C,2025-12-19,144.4,False,default
SKU-A,2025-12-20,40.2,False,default
SKU-B,2025-12-20,41.2,False,default
SKU-C,2025-12-20,82.2,False,default
SKU-A,2025-12-21,5.8,False,default
SKU-B,2025-12-21,16.6,False,default
SKU-C,2025-12-21,46.6,False,default
SKU-A,2025-12-22,129.4,False,default
SKU-B,2025-12-22,86.6,False,default
SKU-C,2025-12-22,145.0,False,default
SKU-A,2025-12-23,100.0,False,default
SKU-B,2025-12-23,58.2,False,default
SKU-C,2025-12-23,164.4,False,default
SKU-A,2025-12-24,119.1,False,default
SKU-B,2025-12-24,80.6,False,default
SKU-C,2025-12-24,168.3,False,default
SKU-A,2025-12-25,107.3,False,default
SKU-B,2025-12-25,72.2,False,default
SKU-C,2025-12-25,149.2,False,default
SKU-A,2025-12-26,132.2,False,default
SKU-B,2025-12-26,47.5,False,default
SKU-C,2025-12-26,157.6,False,default
SKU-A,2025-12-27,75.2,False,default
SKU-B,2025-12-27,28.3,False,default
SKU-C,2025-12-27,63.2,False,default
SKU-A,2025-12-28,17.0,False,default
SKU-B,2025-12-28,12.3,False,default
SKU-C,2025-12-28,68.3,False,default
SKU-A,2025-12-29,78.8,False,default
SKU-B,2025-12-29,85.9,False,default
SKU-C,2025-12-29,134.2,False,default
SKU-A,2025-12-30,108.0,False,default
SKU-B,2025-12-30,66.3,False,default
SKU-C,2025-12-30,184.5,False,default
SKU-A,2025-12-31,88.0,False,default
SKU-B,2025-12-31,75.2,False,default
SKU-C,2025-12-31,220.4,False,default
SKU-A,2026-01-01,91.6,False,default
SKU-B,2026-01-01,72.5,False,default
SKU-C,2026-01-01,153.2,False,default
SKU-A,2026-01-02,107.2,False,default
SKU-B,2026-01-02,63.7,False,default
SKU-C,2026-01-02,136.8,False,default
SKU-A,2026-01-03,52.1,False,default
SKU-B,2026-01-03,46.3,False,default
SKU-C,2026-01-03,63.2,False,default
SKU-A,2026-01-04,33.2,False,default
SKU-B,2026-01-04,1.2,False,default
SKU-C,2026-01-04,10.1,False,default
SKU-A,2026-01-05,119.3,False,default
SKU-B,2026-01-05,85.5,False,default
SKU-C,2026-01-05,178.8,False,default
SKU-A,2026-01-06,107.5,False,default
SKU-B,2026-01-06,70.7,False,default
SKU-C,2026-01-06,138.8,False,default
SKU-A,2026-01-07,121.4,False,default
SKU-B,2026-01-07,79.6,False,default
SKU-C,2026-01-07,158.8,False,default
SKU-A,2026-01-08,105.4,False,default
SKU-B,2026-01-08,73.5,False,default
SKU-C,2026-01-08,159.3,False,default
SKU-A,2026-01-09,100.3,False,default
SKU-B,2026-01-09,84.8,False,default
SKU-C,2026-01-09,147.2,False,default
SKU-A,2026-01-10,39.7,False,default
SKU-B,2026-01-10,21.9,False,default
SKU-C,2026-01-10,86.8,False,default
SKU-A,2026-01-11,19.8,False,default
SKU-B,2026-01-11,7.7,False,default
SKU-C,2026-01-11,67.2,False,default
SKU-A,2026-01-12,134.2,False,default
SKU-B,2026-01-12,65.1,False,default
SKU-C,2026-01-12,124.2,False,default
SKU-A,2026-01-13,128.1,False,default
SKU-B,2026-01-13,64.3,False,default
SKU-C,2026-01-13,190.8,False,default
SKU-A,2026-01-14,83.6,False,default
SKU-B,2026-01-14,80.2,False,default
SKU-C,2026-01-14,141.0,False,default
SKU-A,2026-01-15,124.3,False,default
SKU-B,2026-01-15,71.5,False,default
SKU-C,2026-01-15,147.6,False,default
SKU-A,2026-01-16,96.1,False,default
SKU-B,2026-01-16,71.2,False,default
SKU-C,2026-01-16,157.2,False,default
SKU-A,2026-01-17,54.2,False,default
SKU-B,2026-01-17,48.4,False,default
SKU-C,2026-01-17,29.7,False,default
SKU-A,2026-01-18,47.0,False,default
SKU-B,2026-01-18,15.4,False,default
SKU-C,2026-01-18,12.0,False,default
SKU-A,2026-01-19,94.1,False,default
SKU-B,2026-01-19,69.9,False,default
SKU-C,2026-01-19,195.6,False,default
SKU-A,2026-01-20,112.4,False,default
SKU-B,2026-01-20,87.0,False,default
SKU-C,2026-01-20,136.6,False,default
SKU-A,2026-01-21,114.4,False,default
SKU-B,2026-01-21,59.5,False,default
SKU-C,2026-01-21,182.2,False,default
SKU-A,2026-01-22,128.1,False,default
SKU-B,2026-01-22,68.0,False,default
SKU-C,2026-01-22,108.4,False,default
SKU-A,2026-01-23,106.5,False,default
SKU-B,2026-01-23,69.5,False,default
SKU-C,2026-01-23,166.6,False,default
SKU-A,2026-01-24,64.6,False,default
SKU-B,2026-01-24,18.3,False,default
SKU-C,2026-01-24,86.7,False,default
SKU-A,2026-01-25,41.0,False,default
SKU-B,2026-01-25,0.0,False,default
SKU-C,2026-01-25,42.9,False,default
SKU-A,2026-01-26,108.2,False,default
SKU-B,2026-01-26,72.0,False,default
SKU-C,2026-01-26,183.6,False,default
SKU-A,2026-01-27,108.8,False,default
SKU-B,2026-01-27,66.2,False,default
SKU-C,2026-01-27,176.2,False,default
SKU-A,2026-01-28,100.1,False,default
SKU-B,2026-01-28,62.3,False,default
SKU-C,2026-01-28,192.8,False,default
SKU-A,2026-01-29,99.4,False,default
SKU-B,2026-01-29,80.0,False,default
SKU-C,2026-01-29,187.8,False,default
SKU-A,2026-01-30,79.4,False,default
SKU-B,2026-01-30,59.4,False,default
SKU-C,2026-01-30,188.8,False,default
SKU-A,2026-01-31,32.2,False,default
SKU-B,2026-01-31,24.9,False,default
SKU-C,2026-01-31,82.4,False,default
SKU-A,2026-02-01,35.3,False,default
SKU-B,2026-02-01,12.3,False,default
SKU-C,2026-02-01,20.6,False,default
SKU-A,2026-02-02,139.3,False,default
SKU-B,2026-02-02,91.5,False,default
SKU-C,2026-02-02,202.5,False,default
SKU-A,2026-02-03,119.6,False,default
SKU-B,2026-02-03,66.3,False,default
SKU-C,2026-02-03,157.8,False,default
SKU-A,2026-02-04,126.5,False,default
SKU-B,2026-02-04,78.8,False,default
SKU-C,2026-02-04,214.1,False,default
SKU-A,2026-02-05,128.8,False,default
SKU-B,2026-02-05,59.8,False,default
SKU-C,2026-02-05,205.9,False,default
SKU-A,2026-02-06,92.5,False,default
SKU-B,2026-02-06,63.7,False,default
SKU-C,2026-02-06,168.4,False,default
SKU-A,2026-02-07,77.9,False,default
SKU-B,2026-02-07,61.2,False,default
SKU-C,2026-02-07,87.4,False,default
SKU-A,2026-02-08,21.3,False,default
SKU-B,2026-02-08,20.4,False,default
SKU-C,2026-02-08,58.4,False,default
SKU-A,2026-02-09,115.8,False,default
SKU-B,2026-02-09,93.7,False,default
SKU-C,2026-02-09,187.6,False,default
SKU-A,2026-02-10,128.5,False,default
SKU-B,2026-02-10,82.7,False,default
SKU-C,2026-02-10,193.0,False,default
SKU-A,2026-02-11,134.0,False,default
SKU-B,2026-02-11,70.1,False,default
SKU-C,2026-02-11,169.1,False,default
SKU-A,2026-02-12,105.3,False,default
SKU-B,2026-02-12,80.9,False,default
SKU-C,2026-02-12,203.1,False,default
SKU-A,2026-02-13,116.9,False,default
SKU-B,2026-02-13,85.8,False,default
SKU-C,2026-02-13,165.7,False,default
SKU-A,2026-02-14,59.1,False,default
SKU-B,2026-02-14,19.9,False,default
SKU-C,2026-02-14,64.3,False,default
SKU-A,2026-02-15,35.1,False,default
SKU-B,2026-02-15,24.0,False,default
SKU-C,2026-02-15,29.8,False,default
SKU-A,2026-02-16,122.5,False,default
SKU-B,2026-02-16,62.4,False,default
SKU-C,2026-02-16,177.3,False,default
SKU-A,2026-02-17,137.4,False,default
SKU-B,2026-02-17,83.6,False,default
SKU-C,2026-02-17,199.4,False,default
SKU-A,2026-02-18,125.3,False,default
SKU-B,2026-02-18,78.2,False,default
SKU-C,2026-02-18,171.1,False,default
SKU-A,2026-02-19,135.5,False,default
SKU-B,2026-02-19,82.7,False,default
SKU-C,2026-02-19,200.6,False,default
SKU-A,2026-02-20,105.1,False,default
SKU-B,2026-02-20,49.4,False,default
SKU-C,2026-02-20,197.5,False,default
SKU-A,2026-02-21,43.2,False,default
SKU-B,2026-02-21,23.0,False,default
SKU-C,2026-02-21,93.2,False,default
SKU-A,2026-02-22,19.4,False,default
SKU-B,2026-02-22,26.5,False,default
SKU-C,2026-02-22,53.5,False,default
SKU-A,2026-02-23,137.2,False,default
SKU-B,2026-02-23,66.0,False,default
SKU-C,2026-02-23,221.5,False,default
SKU-A,2026-02-24,131.4,False,default
SKU-B,2026-02-24,76.3,False,default
SKU-C,2026-02-24,195.5,False,default
SKU-A,2026-02-25,101.4,False,default
SKU-B,2026-02-25,84.4,False,default
SKU-C,2026-02-25,166.9,False,default
SKU-A,2026-02-26,108.3,False,default
SKU-B,2026-02-26,65.4,False,default
SKU-C,2026-02-26,221.2,False,default
SKU-A,2026-02-27,106.7,False,default
SKU-B,2026-02-27,88.2,False,default
SKU-C,2026-02-27,161.4,False,default
SKU-A,2026-02-28,26.2,False,default
SKU-B,2026-02-28,21.4,False,default
SKU-C,2026-02-28,108.9,False,default
SKU-A,2026-03-01,23.7,False,default
SKU-B,2026-03-01,10.8,False,default
SKU-C,2026-03-01,43.2,False,default
SKU-A,2026-03-02,242.8,True,default
SKU-B,2026-03-02,93.2,False,default
SKU-C,2026-03-02,232.8,False,default
SKU-A,2026-03-03,230.9,True,default
SKU-B,2026-03-03,69.1,False,default
SKU-C,2026-03-03,187.1,False,default
SKU-A,2026-03-04,241.2,True,default
SKU-B,2026-03-04,73.0,False,default
SKU-C,2026-03-04,174.3,False,default
SKU-A,2026-03-05,243.5,True,default
SKU-B,2026-03-05,82.5,False,default
SKU-C,2026-03-05,199.8,False,default
SKU-A,2026-03-06,204.0,True,default
SKU-B,2026-03-06,72.7,False,default
SKU-C,2026-03-06,156.8,False,default
SKU-A,2026-03-07,109.5,True,default
SKU-B,2026-03-07,43.8,False,default
SKU-C,2026-03-07,34.1,False,default
SKU-A,2026-03-08,34.3,True,default
SKU-B,2026-03-08,1.8,False,default
SKU-C,2026-03-08,24.1,False,default
SKU-A,2026-03-09,241.2,True,default
SKU-B,2026-03-09,69.9,False,default
SKU-C,2026-03-09,179.3,False,default
SKU-A,2026-03-10,228.5,True,default
SKU-B,2026-03-10,86.9,False,default
SKU-C,2026-03-10,205.0,False,default
SKU-A,2026-03-11,233.8,True,default
SKU-B,2026-03-11,86.9,False,default
SKU-C,2026-03-11,190.5,False,default
SKU-A,2026-03-12,241.6,True,default
SKU-B,2026-03-12,102.3,False,default
SKU-C,2026-03-12,238.5,False,default
SKU-A,2026-03-13,202.6,True,default
SKU-B,2026-03-13,85.6,False,default
SKU-C,2026-03-13,205.6,False,default
SKU-A,2026-03-14,81.9,True,default
SKU-B,2026-03-14,42.7,False,default
SKU-C,2026-03-14,121.1,False,default
SKU-A,2026-03-15,32.9,True,default
SKU-B,2026-03-15,8.2,False,default
SKU-C,2026-03-15,67.0,False,default
SKU-A,2026-03-16,254.1,True,default
SKU-B,2026-03-16,92.5,False,default
SKU-C,2026-03-16,217.0,False,default
SKU-A,2026-03-17,257.0,True,default
SKU-B,2026-03-17,74.1,False,default
SKU-C,2026-03-17,235.6,False,default
SKU-A,2026-03-18,269.8,True,default
SKU-B,2026-03-18,85.5,False,default
SKU-C,2026-03-18,209.2,False,default
SKU-A,2026-03-19,230.4,True,default
SKU-B,2026-03-19,93.3,False,default
SKU-C,2026-03-19,225.5,False,default
SKU-A,2026-03-20,228.1,True,default
SKU-B,2026-03-20,90.9,False,default
SKU-C,2026-03-20,182.6,False,default
SKU-A,2026-03-21,110.7,True,default
SKU-B,2026-03-21,25.4,False,default
SKU-C,2026-03-21,84.6,False,default
SKU-A,2026-03-22,48.7,True,default
SKU-B,2026-03-22,20.1,False,default
SKU-C,2026-03-22,33.6,False,default
SKU-A,2026-03-23,141.3,False,default
SKU-B,2026-03-23,98.0,False,default
SKU-C,2026-03-23,204.0,False,default
SKU-A,2026-03-24,119.8,False,default
SKU-B,2026-03-24,107.6,False,default
SKU-C,2026-03-24,250.4,False,default
SKU-A,2026-03-25,125.2,False,default
SKU-B,2026-03-25,97.4,False,default
SKU-C,2026-03-25,204.2,False,default
SKU-A,2026-03-26,149.1,False,default
SKU-B,2026-03-26,93.8,False,default
SKU-C,2026-03-26,211.8,False,default
SKU-A,2026-03-27,119.5,False,default
SKU-B,2026-03-27,75.3,False,default
SKU-C,2026-03-27,173.8,False,default
SKU-A,2026-03-28,46.1,False,default
SKU-B,2026-03-28,36.0,False,default
SKU-C,2026-03-28,69.9,False,default
SKU-A,2026-03-29,39.7,False,default
SKU-B,2026-03-29,33.3,False,default
SKU-C,2026-03-29,29.6,False,default
SKU-A,2026-03-30,151.3,False,default
SKU-B,2026-03-30,97.5,False,default
SKU-C,2026-03-30,233.2,False,default
SKU-A,2026-03-31,149.5,False,default
SKU-B,2026-03-31,100.3,False,default
SKU-C,2026-03-31,234.4,False,default
SKU-A,2026-04-01,130.5,False,default
SKU-B,2026-04-01,102.0,False,default
SKU-C,2026-04-01,245.5,False,default
SKU-A,2026-04-02,138.2,False,default
SKU-B,2026-04-02,94.0,False,default
SKU-C,2026-04-02,241.3,False,default
SKU-A,2026-04-03,132.2,False,default
SKU-B,2026-04-03,95.4,False,default
SKU-C,2026-04-03,261.7,False,default
SKU-A,2026-04-04,48.6,False,default
SKU-B,2026-04-04,24.0,False,default
SKU-C,2026-04-04,98.0,False,default
SKU-A,2026-04-05,41.1,False,default
SKU-B,2026-04-05,16.7,False,default
SKU-C,2026-04-05,81.7,False,default
SKU-A,2026-04-06,132.2,False,default
SKU-B,2026-04-06,102.2,False,default
SKU-C,2026-04-06,212.8,False,default
SKU-A,2026-04-07,178.7,False,default
SKU-B,2026-04-07,115.6,False,default
SKU-C,2026-04-07,209.7,False,default
SKU-A,2026-04-08,145.3,False,default
SKU-B,2026-04-08,104.6,False,default
SKU-C,2026-04-08,220.2,False,default
SKU-A,2026-04-09,153.5,False,default
SKU-B,2026-04-09,96.7,False,default
SKU-C,2026-04-09,182.8,False,default
SKU-A,2026-04-10,139.2,False,default
SKU-B,2026-04-10,80.2,False,default
SKU-C,2026-04-10,196.2,False,default
SKU-A,2026-04-11,83.9,False,default
SKU-B,2026-04-11,26.3,False,default
SKU-C,2026-04-11,113.4,False,default
SKU-A,2026-04-12,27.0,False,default
SKU-B,2026-04-12,16.7,False,default
SKU-C,2026-04-12,66.5,False,default
SKU-A,2026-04-13,161.9,False,default
SKU-B,2026-04-13,103.7,False,default
SKU-C,2026-04-13,258.7,False,default
SKU-A,2026-04-14,152.4,False,default
SKU-B,2026-04-14,92.3,False,default
SKU-C,2026-04-14,208.3,False,default
SKU-A,2026-04-15,145.7,False,default
SKU-B,2026-04-15,128.3,False,default
SKU-C,2026-04-15,267.5,False,default
SKU-A,2026-04-16,138.4,False,default
SKU-B,2026-04-16,86.0,False,default
SKU-C,2026-04-16,249.3,False,default
SKU-A,2026-04-17,151.6,False,default
SKU-B,2026-04-17,95.1,False,default
SKU-C,2026-04-17,208.0,False,default
SKU-A,2026-04-18,62.1,False,default
SKU-B,2026-04-18,43.3,False,default
SKU-C,2026-04-18,97.8,False,default
SKU-A,2026-04-19,0.0,False,default
SKU-B,2026-04-19,17.8,False,default
SKU-C,2026-04-19,26.7,False,default
SKU-A,2026-04-20,163.8,False,default
SKU-B,2026-04-20,130.6,False,default
SKU-C,2026-04-20,250.1,False,default
SKU-A,2026-04-21,157.1,False,default
SKU-B,2026-04-21,110.3,False,default
SKU-C,2026-04-21,253.8,False,default
SKU-A,2026-04-22,168.7,False,default
SKU-B,2026-04-22,107.5,False,default
SKU-C,2026-04-22,294.1,False,default
SKU-A,2026-04-23,146.1,False,default
SKU-B,2026-04-23,106.6,False,default
SKU-C,2026-04-23,220.4,False,default
SKU-A,2026-04-24,155.6,False,default
SKU-B,2026-04-24,82.8,False,default
SKU-C,2026-04-24,209.6,False,default
SKU-A,2026-04-25,61.3,False,default
SKU-B,2026-04-25,50.8,False,default
SKU-C,2026-04-25,121.1,False,default
SKU-A,2026-04-26,14.3,False,default
SKU-B,2026-04-26,21.1,False,default
SKU-C,2026-04-26,31.5,False,default
SKU-A,2026-04-27,146.6,False,default
SKU-B,2026-04-27,101.2,False,default
SKU-C,2026-04-27,239.3,False,default
SKU-A,2026-04-28,202.5,False,default
SKU-B,2026-04-28,108.0,False,default
SKU-C,2026-04-28,213.5,False,default
SKU-A,2026-04-29,158.2,False,default
SKU-B,2026-04-29,114.3,False,default
SKU-C,2026-04-29,301.0,False,default
SKU-A,2026-04-30,143.4,False,default
SKU-B,2026-04-30,85.6,False,default
SKU-C,2026-04-30,296.4,False,default
SKU-A,2026-05-01,156.9,False,default
SKU-B,2026-05-01,85.6,False,default
SKU-C,2026-05-01,238.7,False,default
SKU-A,2026-05-02,27.8,False,default
SKU-B,2026-05-02,42.1,False,default
SKU-C,2026-05-02,108.7,False,default
SKU-A,2026-05-03,47.7,False,default
SKU-B,2026-05-03,11.0,False,default
SKU-C,2026-05-03,52.6,False,default
SKU-A,2026-05-04,155.6,False,default
SKU-B,2026-05-04,108.4,False,default
SKU-C,2026-05-04,230.5,False,default
SKU-A,2026-05-05,164.0,False,default
SKU-B,2026-05-05,96.2,False,default
SKU-C,2026-05-05,270.0,False,default
SKU-A,2026-05-06,183.5,False,default
SKU-B,2026-05-06,104.1,False,default
SKU-C,2026-05-06,255.4,False,default
SKU-A,2026-05-07,149.5,False,default
SKU-B,2026-05-07,103.8,False,default
SKU-C,2026-05-07,254.0,False,default
SKU-A,2026-05-08,193.9,False,default
SKU-B,2026-05-08,85.3,False,default
SKU-C,2026-05-08,267.1,False,default
SKU-A,2026-05-09,83.9,False,default
SKU-B,2026-05-09,45.8,False,default
SKU-C,2026-05-09,146.7,False,default
SKU-A,2026-05-10,40.1,False,default
SKU-B,2026-05-10,25.5,False,default
SKU-C,2026-05-10,50.2,False,default
SKU-A,2026-05-11,191.7,False,default
SKU-B,2026-05-11,119.1,False,default
SKU-C,2026-05-11,242.7,False,default
SKU-A,2026-05-12,154.1,False,default
SKU-B,2026-05-12,106.4,False,default
SKU-C,2026-05-12,239.1,False,default
SKU-A,2026-05-13,173.4,False,default
SKU-B,2026-05-13,121.1,False,default
SKU-C,2026-05-13,248.4,False,default
SKU-A,2026-05-14,174.2,False,default
SKU-B,2026-05-14,109.6,False,default
SKU-C,2026-05-14,281.7,False,default
SKU-A,2026-05-15,124.1,False,default
SKU-B,2026-05-15,92.4,False,default
SKU-C,2026-05-15,240.4,False,default
SKU-A,2026-05-16,88.3,False,default
SKU-B,2026-05-16,38.9,False,default
SKU-C,2026-05-16,57.9,False,default
SKU-A,2026-05-17,44.6,False,default
SKU-B,2026-05-17,15.6,False,default
SKU-C,2026-05-17,22.8,False,default
SKU-A,2026-05-18,167.5,False,default
SKU-B,2026-05-18,108.4,False,default
SKU-C,2026-05-18,248.2,False,default
SKU-A,2026-05-19,144.2,False,default
SKU-B,2026-05-19,119.5,False,default
SKU-C,2026-05-19,295.8,False,default
SKU-A,2026-05-20,187.5,False,default
SKU-B,2026-05-20,99.4,False,default
SKU-C,2026-05-20,259.6,False,default
SKU-A,2026-05-21,178.1,False,default
SKU-B,2026-05-21,117.1,False,default
SKU-C,2026-05-21,282.0,False,default
SKU-A,2026-05-22,149.8,False,default
SKU-B,2026-05-22,101.0,False,default
SKU-C,2026-05-22,250.7,False,default
SKU-A,2026-05-23,93.5,False,default
SKU-B,2026-05-23,51.7,False,default
SKU-C,2026-05-23,126.3,False,default
SKU-A,2026-05-24,37.2,False,default
SKU-B,2026-05-24,36.5,False,default
SKU-C,2026-05-24,63.7,False,default
SKU-A,2026-05-25,167.1,False,default
SKU-B,2026-05-25,126.2,False,default
SKU-C,2026-05-25,285.2,False,default
SKU-A,2026-05-26,173.7,False,default
SKU-B,2026-05-26,107.6,False,default
SKU-C,2026-05-26,275.7,False,default
SKU-A,2026-05-27,187.7,False,default
SKU-B,2026-05-27,114.6,False,default
SKU-C,2026-05-27,276.7,False,default
SKU-A,2026-05-28,206.7,False,default
SKU-B,2026-05-28,123.6,False,default
SKU-C,2026-05-28,274.2,False,default
SKU-A,2026-05-29,177.5,False,default
SKU-B,2026-05-29,91.5,False,default
SKU-C,2026-05-29,252.9,False,default
SKU-A,2026-05-30,99.9,False,default
SKU-B,2026-05-30,43.2,False,default
SKU-C,2026-05-30,87.0,False,default
SKU-A,2026-05-31,26.7,False,default
SKU-B,2026-05-31,11.8,False,default
SKU-C,2026-05-31,34.6,False,default
SKU-A,2026-06-01,177.1,False,default
SKU-B,2026-06-01,99.7,False,default
SKU-C,2026-06-01,271.9,False,default
SKU-A,2026-06-02,196.6,False,default
SKU-B,2026-06-02,104.9,False,default
SKU-C,2026-06-02,310.0,False,default
SKU-A,2026-06-03,191.1,False,default
SKU-B,2026-06-03,124.5,False,default
SKU-C,2026-06-03,256.1,False,default
SKU-A,2026-06-04,196.6,False,default
SKU-B,2026-06-04,103.5,False,default
SKU-C,2026-06-04,295.2,False,default
SKU-A,2026-06-05,168.2,False,default
SKU-B,2026-06-05,108.7,False,default
